,imname,grade
2602,cow_2_3787.jpg,2
2604,cow_1_363.jpg,1
2606,cow_3_3068.jpg,3
2607,cow_1+_2223.jpg,1+
2608,cow_3_940.jpg,3
2609,cow_2_4642.jpg,2
2610,cow_1_286.jpg,1
2611,cow_1++_4434.jpg,1++
2612,cow_1+_5751.jpg,1+
2616,cow_3_3463.jpg,3
2617,cow_1_3798.jpg,1
2618,cow_1_924.jpg,1
2621,cow_1+_3714.jpg,1+
2622,cow_1++_167.jpg,1++
2623,cow_1++_696.jpg,1++
2625,cow_1_1903.jpg,1
2627,cow_2_363.jpg,2
2628,cow_1_609.jpg,1
2629,cow_1++_2392.jpg,1++
2630,cow_1+_1764.jpg,1+
2631,cow_3_982.jpg,3
2633,cow_3_285.jpg,3
2637,cow_1++_5568.jpg,1++
2640,cow_1++_2272.jpg,1++
2641,cow_1_416.jpg,1
2642,cow_1+_3215.jpg,1+
2646,cow_1_176.jpg,1
2647,cow_1_4083.jpg,1
2648,cow_1_4633.jpg,1
2650,cow_3_1736.jpg,3
2651,cow_1+_1654.jpg,1+
2652,cow_1+_4001.jpg,1+
2654,cow_1+_4809.jpg,1+
2656,cow_3_2833.jpg,3
2660,cow_1++_928.jpg,1++
2663,cow_3_3931.jpg,3
2665,cow_1++_4069.jpg,1++
2668,cow_2_2614.jpg,2
2669,cow_1_4149.jpg,1
2670,cow_1+_3233.jpg,1+
2671,cow_1++_4821.jpg,1++
2672,cow_1+_2867.jpg,1+
2674,cow_1+_1424.jpg,1+
2675,cow_1_1658.jpg,1
2678,cow_2_195.jpg,2
2679,cow_1++_1834.jpg,1++
2681,cow_1+_5860.jpg,1+
2683,cow_1++_1520.jpg,1++
2684,cow_1+_4442.jpg,1+
2687,cow_1_1157.jpg,1
2688,cow_1+_4712.jpg,1+
2689,cow_1++_3373.jpg,1++
2691,cow_1++_4734.jpg,1++
2695,cow_1++_2836.jpg,1++
2696,cow_1++_1957.jpg,1++
2697,cow_1_1306.jpg,1
2698,cow_3_2394.jpg,3
2703,cow_1++_3902.jpg,1++
2704,cow_1+_3226.jpg,1+
2705,cow_1_4425.jpg,1
2706,cow_3_1398.jpg,3
2708,cow_1+_277.jpg,1+
2709,cow_3_2803.jpg,3
2711,cow_1_291.jpg,1
2713,cow_2_4183.jpg,2
2715,cow_3_1008.jpg,3
2716,cow_1+_3883.jpg,1+
2721,cow_1_2348.jpg,1
2723,cow_1+_4339.jpg,1+
2724,cow_1_4761.jpg,1
2730,cow_1_2817.jpg,1
2731,cow_2_2456.jpg,2
2732,cow_1_5451.jpg,1
2733,cow_2_1519.jpg,2
2736,cow_1++_3485.jpg,1++
2740,cow_1_3758.jpg,1
2742,cow_3_445.jpg,3
2744,cow_2_3891.jpg,2
2745,cow_2_4602.jpg,2
2747,cow_2_5276.jpg,2
2748,cow_2_5694.jpg,2
2752,cow_1_4595.jpg,1
2753,cow_2_5674.jpg,2
2754,cow_1+_5983.jpg,1+
2756,cow_1+_3356.jpg,1+
2758,cow_3_242.jpg,3
2760,cow_3_3149.jpg,3
2761,cow_1+_5347.jpg,1+
2763,cow_2_221.jpg,2
2764,cow_1++_4565.jpg,1++
2765,cow_3_2828.jpg,3
2769,cow_1+_3916.jpg,1+
2770,cow_2_1491.jpg,2
2771,cow_3_1312.jpg,3
2774,cow_1++_5360.jpg,1++
2777,cow_1++_3034.jpg,1++
2778,cow_1+_5413.jpg,1+
2779,cow_1+_4052.jpg,1+
2781,cow_1+_2052.jpg,1+
2782,cow_1++_5582.jpg,1++
2783,cow_1++_3569.jpg,1++
2784,cow_1++_2261.jpg,1++
2785,cow_1++_1813.jpg,1++
2786,cow_1+_4334.jpg,1+
2788,cow_1++_12.jpg,1++
2789,cow_2_5170.jpg,2
2790,cow_2_4290.jpg,2
2792,cow_3_3051.jpg,3
2793,cow_2_3673.jpg,2
2794,cow_2_5337.jpg,2
2796,cow_2_3933.jpg,2
2797,cow_1+_5952.jpg,1+
2798,cow_1_3311.jpg,1
2799,cow_2_486.jpg,2
2800,cow_1++_4243.jpg,1++
2803,cow_1++_5052.jpg,1++
2809,cow_1+_3953.jpg,1+
2810,cow_3_1594.jpg,3
2811,cow_1+_4754.jpg,1+
2812,cow_1+_5153.jpg,1+
2814,cow_1+_153.jpg,1+
2817,cow_1_2247.jpg,1
2818,cow_3_1228.jpg,3
2822,cow_1_4580.jpg,1
2823,cow_1_3166.jpg,1
2829,cow_1_3060.jpg,1
2832,cow_1+_2379.jpg,1+
2833,cow_2_1928.jpg,2
2834,cow_1_3817.jpg,1
2836,cow_1++_3048.jpg,1++
2837,cow_3_2988.jpg,3
2838,cow_1_2425.jpg,1
2839,cow_3_296.jpg,3
2840,cow_1_5591.jpg,1
2841,cow_1_4204.jpg,1
2842,cow_2_2540.jpg,2
2843,cow_1_4453.jpg,1
2846,cow_1+_597.jpg,1+
2848,cow_1_2414.jpg,1
2850,cow_3_3488.jpg,3
2851,cow_1++_1396.jpg,1++
2852,cow_1++_5746.jpg,1++
2855,cow_1+_3198.jpg,1+
2857,cow_1_4506.jpg,1
2859,cow_1_5543.jpg,1
2860,cow_1_2264.jpg,1
2861,cow_3_2731.jpg,3
2862,cow_1++_5671.jpg,1++
2864,cow_1_1898.jpg,1
2865,cow_1++_1726.jpg,1++
2866,cow_1++_2519.jpg,1++
2867,cow_3_2445.jpg,3
2868,cow_1_1524.jpg,1
2869,cow_1+_1111.jpg,1+
2872,cow_2_1071.jpg,2
2874,cow_1++_2080.jpg,1++
2875,cow_2_1376.jpg,2
2877,cow_1++_160.jpg,1++
2880,cow_1_4216.jpg,1
2883,cow_3_552.jpg,3
2884,cow_1++_2791.jpg,1++
2885,cow_1_5389.jpg,1
2886,cow_1+_2411.jpg,1+
2887,cow_2_5342.jpg,2
2889,cow_1+_1354.jpg,1+
2890,cow_3_3627.jpg,3
2892,cow_3_599.jpg,3
2895,cow_2_5882.jpg,2
2896,cow_1++_1991.jpg,1++
2897,cow_2_680.jpg,2
2898,cow_2_4958.jpg,2
2900,cow_1_5010.jpg,1
2901,cow_1++_4463.jpg,1++
2905,cow_1+_2443.jpg,1+
2908,cow_1+_5374.jpg,1+
2910,cow_1++_4596.jpg,1++
2911,cow_2_5393.jpg,2
2912,cow_1_2080.jpg,1
2913,cow_2_2534.jpg,2
2915,cow_1+_4648.jpg,1+
2916,cow_1++_141.jpg,1++
2917,cow_1_4411.jpg,1
2919,cow_1_5603.jpg,1
2920,cow_3_648.jpg,3
2921,cow_2_618.jpg,2
2922,cow_1+_486.jpg,1+
2925,cow_2_4747.jpg,2
2927,cow_2_955.jpg,2
2928,cow_1++_1836.jpg,1++
2929,cow_1++_5992.jpg,1++
2930,cow_1++_2473.jpg,1++
2933,cow_2_3361.jpg,2
2935,cow_1++_4453.jpg,1++
2936,cow_1++_3413.jpg,1++
2937,cow_2_2599.jpg,2
2939,cow_1++_994.jpg,1++
2940,cow_3_149.jpg,3
2941,cow_2_2477.jpg,2
2942,cow_2_5134.jpg,2
2946,cow_2_3208.jpg,2
2949,cow_1++_3899.jpg,1++
2954,cow_1_1060.jpg,1
2955,cow_2_3363.jpg,2
2959,cow_1++_2470.jpg,1++
2961,cow_2_5783.jpg,2
2964,cow_1+_5107.jpg,1+
2965,cow_2_1493.jpg,2
2967,cow_2_445.jpg,2
2968,cow_2_2758.jpg,2
2970,cow_1+_553.jpg,1+
2971,cow_3_356.jpg,3
2972,cow_1_2158.jpg,1
2973,cow_2_2904.jpg,2
2974,cow_1_2124.jpg,1
2977,cow_1_418.jpg,1
2979,cow_1++_4738.jpg,1++
2981,cow_2_3508.jpg,2
2982,cow_3_1936.jpg,3
2983,cow_1+_317.jpg,1+
2985,cow_2_3692.jpg,2
2986,cow_3_2202.jpg,3
2989,cow_1_1443.jpg,1
2990,cow_3_3309.jpg,3
2991,cow_1+_4384.jpg,1+
2993,cow_1+_4272.jpg,1+
2994,cow_1_1519.jpg,1
2995,cow_1_4797.jpg,1
2999,cow_1_335.jpg,1
3000,cow_2_3820.jpg,2
3001,cow_3_298.jpg,3
3006,cow_1+_785.jpg,1+
3008,cow_3_657.jpg,3
3011,cow_2_4960.jpg,2
3013,cow_2_1925.jpg,2
3014,cow_1_5392.jpg,1
3017,cow_2_1856.jpg,2
3018,cow_1+_4233.jpg,1+
3020,cow_1+_3009.jpg,1+
3022,cow_1+_5447.jpg,1+
3023,cow_1_2913.jpg,1
3024,cow_1_63.jpg,1
3025,cow_1+_171.jpg,1+
3026,cow_2_1266.jpg,2
3027,cow_1+_5720.jpg,1+
3028,cow_1++_2816.jpg,1++
3029,cow_1++_3909.jpg,1++
3031,cow_1+_797.jpg,1+
3043,cow_2_3319.jpg,2
3044,cow_1+_4273.jpg,1+
3045,cow_1++_964.jpg,1++
3047,cow_3_1090.jpg,3
3048,cow_3_1885.jpg,3
3049,cow_3_491.jpg,3
3050,cow_1++_1173.jpg,1++
3051,cow_1++_4506.jpg,1++
3053,cow_2_4104.jpg,2
3054,cow_1_3260.jpg,1
3055,cow_2_1219.jpg,2
3060,cow_2_5216.jpg,2
3061,cow_1_3039.jpg,1
3062,cow_2_3864.jpg,2
3063,cow_2_2562.jpg,2
3064,cow_1+_5437.jpg,1+
3065,cow_1++_1687.jpg,1++
3067,cow_1_5091.jpg,1
3068,cow_1++_5534.jpg,1++
3069,cow_1_1073.jpg,1
3071,cow_1+_4698.jpg,1+
3072,cow_2_4327.jpg,2
3073,cow_1_157.jpg,1
3074,cow_1++_443.jpg,1++
3077,cow_1+_504.jpg,1+
3078,cow_3_391.jpg,3
3079,cow_1++_1974.jpg,1++
3080,cow_1_5919.jpg,1
3081,cow_1+_520.jpg,1+
3083,cow_1_1337.jpg,1
3084,cow_1_4873.jpg,1
3088,cow_1_3675.jpg,1
3089,cow_3_1161.jpg,3
3090,cow_2_1741.jpg,2
3091,cow_1_933.jpg,1
3092,cow_1+_5270.jpg,1+
3093,cow_2_3528.jpg,2
3094,cow_1++_1076.jpg,1++
3096,cow_1++_4362.jpg,1++
3097,cow_2_5775.jpg,2
3098,cow_1++_4038.jpg,1++
3100,cow_1++_508.jpg,1++
3101,cow_2_2590.jpg,2
3102,cow_1+_4320.jpg,1+
3107,cow_1_5837.jpg,1
3109,cow_1+_913.jpg,1+
3110,cow_2_2588.jpg,2
3112,cow_1++_4005.jpg,1++
3114,cow_1+_1166.jpg,1+
3115,cow_1_1414.jpg,1
3116,cow_1_5736.jpg,1
3118,cow_1+_1481.jpg,1+
3119,cow_1++_29.jpg,1++
3120,cow_1++_4766.jpg,1++
3122,cow_3_394.jpg,3
3123,cow_3_2342.jpg,3
3125,cow_3_3648.jpg,3
3126,cow_1_5466.jpg,1
3127,cow_2_3143.jpg,2
3129,cow_1_3884.jpg,1
3130,cow_1_2310.jpg,1
3131,cow_1+_4494.jpg,1+
3134,cow_1++_752.jpg,1++
3136,cow_3_540.jpg,3
3137,cow_1+_1257.jpg,1+
3140,cow_1_2515.jpg,1
3141,cow_3_538.jpg,3
3142,cow_1++_3688.jpg,1++
3143,cow_2_1406.jpg,2
3146,cow_3_3537.jpg,3
3147,cow_1_5700.jpg,1
3148,cow_3_159.jpg,3
3150,cow_1+_2284.jpg,1+
3151,cow_1+_3005.jpg,1+
3152,cow_1_1332.jpg,1
3155,cow_1_953.jpg,1
3162,cow_1_869.jpg,1
3163,cow_2_848.jpg,2
3164,cow_1++_346.jpg,1++
3165,cow_1+_5899.jpg,1+
3166,cow_1+_2074.jpg,1+
3167,cow_1_767.jpg,1
3169,cow_3_1250.jpg,3
3170,cow_2_1538.jpg,2
3171,cow_2_5201.jpg,2
3173,cow_1+_4517.jpg,1+
3176,cow_1+_4138.jpg,1+
3177,cow_2_5310.jpg,2
3180,cow_2_4812.jpg,2
3184,cow_1_1393.jpg,1
3187,cow_3_1439.jpg,3
3188,cow_3_1675.jpg,3
3189,cow_1+_2756.jpg,1+
3191,cow_1+_434.jpg,1+
3192,cow_1++_5638.jpg,1++
3193,cow_1_3121.jpg,1
3194,cow_1+_5036.jpg,1+
3195,cow_1+_4757.jpg,1+
3197,cow_2_1279.jpg,2
3201,cow_1++_799.jpg,1++
3203,cow_2_5313.jpg,2
3204,cow_1_828.jpg,1
3205,cow_2_2818.jpg,2
3206,cow_2_5726.jpg,2
3208,cow_1+_2533.jpg,1+
3209,cow_1+_1211.jpg,1+
3211,cow_1_132.jpg,1
3212,cow_1_1914.jpg,1
3213,cow_1+_4670.jpg,1+
3216,cow_1++_4836.jpg,1++
3217,cow_1+_5515.jpg,1+
3220,cow_1_5640.jpg,1
3221,cow_1+_5638.jpg,1+
3222,cow_2_3502.jpg,2
3223,cow_1++_2243.jpg,1++
3226,cow_1_2281.jpg,1
3227,cow_1++_716.jpg,1++
3228,cow_2_2898.jpg,2
3229,cow_1++_5201.jpg,1++
3234,cow_2_3238.jpg,2
3241,cow_3_2042.jpg,3
3242,cow_1_1829.jpg,1
3243,cow_1++_512.jpg,1++
3244,cow_1+_5493.jpg,1+
3245,cow_1++_1758.jpg,1++
3246,cow_2_3790.jpg,2
3248,cow_2_943.jpg,2
3252,cow_1++_2219.jpg,1++
3253,cow_3_3725.jpg,3
3256,cow_1_1189.jpg,1
3257,cow_1++_5758.jpg,1++
3259,cow_1_4608.jpg,1
3260,cow_1_1969.jpg,1
3263,cow_3_780.jpg,3
3264,cow_1++_5636.jpg,1++
3268,cow_1+_4593.jpg,1+
3270,cow_1_5684.jpg,1
3271,cow_1_4251.jpg,1
3272,cow_1++_4584.jpg,1++
3277,cow_2_1528.jpg,2
3278,cow_1++_4661.jpg,1++
3279,cow_2_357.jpg,2
3280,cow_1++_3879.jpg,1++
3282,cow_1++_5055.jpg,1++
3285,cow_3_2279.jpg,3
3286,cow_1++_3531.jpg,1++
3289,cow_2_1627.jpg,2
3290,cow_1++_5325.jpg,1++
3291,cow_1_5880.jpg,1
3294,cow_3_3207.jpg,3
3295,cow_1++_2879.jpg,1++
3296,cow_1++_2602.jpg,1++
3297,cow_1++_5890.jpg,1++
3302,cow_1_1905.jpg,1
3304,cow_2_3556.jpg,2
3305,cow_2_3454.jpg,2
3306,cow_1_2569.jpg,1
3310,cow_1_1695.jpg,1
3311,cow_2_5794.jpg,2
3313,cow_3_3468.jpg,3
3314,cow_1_652.jpg,1
3315,cow_2_2816.jpg,2
3316,cow_2_815.jpg,2
3318,cow_1++_5405.jpg,1++
3319,cow_1+_4037.jpg,1+
3320,cow_1+_5797.jpg,1+
3321,cow_2_1723.jpg,2
3323,cow_3_1148.jpg,3
3324,cow_1_4339.jpg,1
3325,cow_3_3505.jpg,3
3327,cow_2_5130.jpg,2
3330,cow_1+_1259.jpg,1+
3331,cow_1_4683.jpg,1
3333,cow_3_1744.jpg,3
3336,cow_2_5903.jpg,2
3337,cow_1+_1404.jpg,1+
3339,cow_1++_4670.jpg,1++
3340,cow_2_3782.jpg,2
3341,cow_2_1207.jpg,2
3343,cow_1_2446.jpg,1
3345,cow_3_2421.jpg,3
3348,cow_3_162.jpg,3
3350,cow_2_4005.jpg,2
3354,cow_1+_1143.jpg,1+
3356,cow_1+_638.jpg,1+
3357,cow_1_4975.jpg,1
3359,cow_1+_1203.jpg,1+
3360,cow_1_5130.jpg,1
3361,cow_2_4790.jpg,2
3364,cow_1++_2947.jpg,1++
3365,cow_1+_5981.jpg,1+
3366,cow_3_3562.jpg,3
3367,cow_1++_1701.jpg,1++
3369,cow_3_1712.jpg,3
3370,cow_1_2944.jpg,1
3371,cow_1+_2932.jpg,1+
3373,cow_2_862.jpg,2
3375,cow_1_4711.jpg,1
3376,cow_1_5941.jpg,1
3377,cow_1_4537.jpg,1
3378,cow_1_5350.jpg,1
3379,cow_1+_856.jpg,1+
3380,cow_1+_4840.jpg,1+
3381,cow_2_5279.jpg,2
3382,cow_2_1959.jpg,2
3383,cow_1++_1434.jpg,1++
3384,cow_1_3939.jpg,1
3386,cow_1+_2383.jpg,1+
3389,cow_2_1945.jpg,2
3390,cow_3_1745.jpg,3
3391,cow_1++_2613.jpg,1++
3392,cow_1_1726.jpg,1
3395,cow_1++_1371.jpg,1++
3396,cow_2_1814.jpg,2
3397,cow_1_3279.jpg,1
3398,cow_1+_1937.jpg,1+
3399,cow_3_3556.jpg,3
3402,cow_3_1121.jpg,3
3403,cow_1+_4027.jpg,1+
3405,cow_1+_2996.jpg,1+
3406,cow_1++_1935.jpg,1++
3412,cow_3_1430.jpg,3
3415,cow_1+_1600.jpg,1+
3417,cow_2_4680.jpg,2
3418,cow_1+_539.jpg,1+
3419,cow_1_4912.jpg,1
3423,cow_2_2106.jpg,2
3424,cow_1+_4685.jpg,1+
3429,cow_1++_990.jpg,1++
3430,cow_1_2931.jpg,1
3432,cow_3_1085.jpg,3
3433,cow_1_3671.jpg,1
3435,cow_2_2448.jpg,2
3439,cow_1+_5140.jpg,1+
3440,cow_1_3087.jpg,1
3441,cow_1++_2832.jpg,1++
3442,cow_1++_4595.jpg,1++
3444,cow_2_2859.jpg,2
3446,cow_2_4296.jpg,2
3447,cow_1++_55.jpg,1++
3448,cow_1++_280.jpg,1++
3451,cow_1+_5323.jpg,1+
3452,cow_3_3034.jpg,3
3455,cow_1++_2251.jpg,1++
3456,cow_1_321.jpg,1
3457,cow_1+_1565.jpg,1+
3458,cow_1_4405.jpg,1
3459,cow_1++_5076.jpg,1++
3460,cow_3_1401.jpg,3
3461,cow_1_4153.jpg,1
3462,cow_1_5596.jpg,1
3464,cow_1+_4554.jpg,1+
3465,cow_1+_3133.jpg,1+
3466,cow_1++_3278.jpg,1++
3467,cow_2_104.jpg,2
3468,cow_1++_5597.jpg,1++
3469,cow_2_907.jpg,2
3470,cow_1++_185.jpg,1++
3471,cow_1++_2961.jpg,1++
3472,cow_1_2592.jpg,1
3474,cow_3_2781.jpg,3
3475,cow_1++_1265.jpg,1++
3476,cow_1_956.jpg,1
3478,cow_1_5028.jpg,1
3481,cow_2_1598.jpg,2
3483,cow_1_3883.jpg,1
3484,cow_2_2473.jpg,2
3485,cow_3_2125.jpg,3
3487,cow_1+_1972.jpg,1+
3491,cow_1++_2353.jpg,1++
3494,cow_3_2873.jpg,3
3495,cow_1++_5925.jpg,1++
3496,cow_2_3187.jpg,2
3498,cow_1++_4179.jpg,1++
3499,cow_2_5809.jpg,2
3500,cow_2_3647.jpg,2
3502,cow_1++_5113.jpg,1++
3503,cow_1_2945.jpg,1
3505,cow_3_2114.jpg,3
3509,cow_1_2771.jpg,1
3511,cow_2_5531.jpg,2
3512,cow_1++_3948.jpg,1++
3513,cow_2_3829.jpg,2
3514,cow_1+_424.jpg,1+
3516,cow_2_5074.jpg,2
3518,cow_1+_4345.jpg,1+
3519,cow_1++_550.jpg,1++
3520,cow_1++_2894.jpg,1++
3525,cow_1+_2899.jpg,1+
3526,cow_2_2214.jpg,2
3527,cow_3_3546.jpg,3
3530,cow_2_2198.jpg,2
3531,cow_1++_2889.jpg,1++
3532,cow_2_2772.jpg,2
3533,cow_1+_5262.jpg,1+
3534,cow_1+_1321.jpg,1+
3535,cow_2_3746.jpg,2
3537,cow_2_5371.jpg,2
3539,cow_1_930.jpg,1
3540,cow_3_3512.jpg,3
3541,cow_1++_4693.jpg,1++
3542,cow_1_180.jpg,1
3543,cow_3_1687.jpg,3
3544,cow_1+_541.jpg,1+
3551,cow_1_5119.jpg,1
3552,cow_1++_4265.jpg,1++
3555,cow_3_1278.jpg,3
3556,cow_1++_5796.jpg,1++
3557,cow_1_1176.jpg,1
3558,cow_1+_2994.jpg,1+
3560,cow_1_3117.jpg,1
3562,cow_3_939.jpg,3
3563,cow_1+_4092.jpg,1+
3564,cow_2_2918.jpg,2
3565,cow_2_5808.jpg,2
3568,cow_2_3682.jpg,2
3569,cow_1+_209.jpg,1+
3570,cow_1_1303.jpg,1
3571,cow_1+_3089.jpg,1+
3574,cow_1_5978.jpg,1
3575,cow_2_109.jpg,2
3577,cow_1_5667.jpg,1
3578,cow_1_2712.jpg,1
3580,cow_1++_1196.jpg,1++
3582,cow_3_1988.jpg,3
3584,cow_1_3305.jpg,1
3585,cow_1_490.jpg,1
3589,cow_1_5881.jpg,1
3592,cow_1+_1941.jpg,1+
3593,cow_2_490.jpg,2
3594,cow_2_3584.jpg,2
3595,cow_3_2187.jpg,3
3596,cow_1++_4664.jpg,1++
3597,cow_2_1321.jpg,2
3598,cow_1++_4585.jpg,1++
3599,cow_1++_1120.jpg,1++
3600,cow_1_3685.jpg,1
3601,cow_1_775.jpg,1
3602,cow_1_2343.jpg,1
3603,cow_1++_171.jpg,1++
3604,cow_1+_5737.jpg,1+
3605,cow_2_5650.jpg,2
3606,cow_1_1058.jpg,1
3610,cow_1_3116.jpg,1
3611,cow_2_3210.jpg,2
3612,cow_2_1345.jpg,2
3613,cow_3_3029.jpg,3
3614,cow_2_3320.jpg,2
3616,cow_2_5742.jpg,2
3617,cow_2_4338.jpg,2
3619,cow_1+_4242.jpg,1+
3620,cow_1++_4665.jpg,1++
3623,cow_1+_3863.jpg,1+
3624,cow_1_2410.jpg,1
3625,cow_1++_940.jpg,1++
3627,cow_1++_5736.jpg,1++
3628,cow_1+_130.jpg,1+
3629,cow_1++_5589.jpg,1++
3631,cow_1_2729.jpg,1
3632,cow_2_670.jpg,2
3633,cow_2_5040.jpg,2
3635,cow_1+_2933.jpg,1+
3639,cow_1+_194.jpg,1+
3642,cow_1_4269.jpg,1
3643,cow_1++_4613.jpg,1++
3644,cow_1_2756.jpg,1
3646,cow_2_1153.jpg,2
3647,cow_1++_2740.jpg,1++
3648,cow_1_480.jpg,1
3649,cow_2_4730.jpg,2
3650,cow_2_1901.jpg,2
3657,cow_1+_2131.jpg,1+
3658,cow_1+_5829.jpg,1+
3659,cow_1+_276.jpg,1+
3661,cow_1+_624.jpg,1+
3662,cow_3_1880.jpg,3
3664,cow_1++_4888.jpg,1++
3665,cow_2_5751.jpg,2
3666,cow_3_3454.jpg,3
3667,cow_1++_5493.jpg,1++
3668,cow_2_2678.jpg,2
3670,cow_1++_2755.jpg,1++
3673,cow_1++_3154.jpg,1++
3675,cow_1+_5349.jpg,1+
3676,cow_1++_1676.jpg,1++
3677,cow_1++_2682.jpg,1++
3678,cow_1+_3547.jpg,1+
3679,cow_1_2618.jpg,1
3682,cow_1_5176.jpg,1
3683,cow_2_3132.jpg,2
3684,cow_1+_5193.jpg,1+
3685,cow_3_2054.jpg,3
3687,cow_1+_3972.jpg,1+
3690,cow_1+_449.jpg,1+
3692,cow_3_130.jpg,3
3693,cow_3_2940.jpg,3
3696,cow_1_4854.jpg,1
3697,cow_1++_1546.jpg,1++
3699,cow_1++_1512.jpg,1++
3701,cow_3_3737.jpg,3
3702,cow_1+_5888.jpg,1+
3703,cow_1_4410.jpg,1
3705,cow_2_2117.jpg,2
3706,cow_1++_2569.jpg,1++
3712,cow_1_529.jpg,1
3714,cow_3_3856.jpg,3
3715,cow_2_1998.jpg,2
3718,cow_1++_294.jpg,1++
3719,cow_2_2586.jpg,2
3720,cow_2_287.jpg,2
3721,cow_1_809.jpg,1
3725,cow_1_3731.jpg,1
3726,cow_1_14.jpg,1
3727,cow_1++_2719.jpg,1++
3729,cow_1_708.jpg,1
3730,cow_1+_1463.jpg,1+
3731,cow_1++_1378.jpg,1++
3734,cow_1_2658.jpg,1
3735,cow_1+_2501.jpg,1+
3737,cow_1_3139.jpg,1
3738,cow_1+_5540.jpg,1+
3739,cow_1_1108.jpg,1
3740,cow_1+_3929.jpg,1+
3743,cow_1+_2240.jpg,1+
3744,cow_1++_1408.jpg,1++
3746,cow_3_3968.jpg,3
3747,cow_1+_866.jpg,1+
3750,cow_1+_64.jpg,1+
3752,cow_2_4231.jpg,2
3753,cow_1+_5158.jpg,1+
3754,cow_1+_4735.jpg,1+
3756,cow_1++_2598.jpg,1++
3757,cow_2_3406.jpg,2
3758,cow_1_5912.jpg,1
3760,cow_3_2395.jpg,3
3761,cow_1+_2485.jpg,1+
3763,cow_3_1039.jpg,3
3765,cow_3_3285.jpg,3
3768,cow_1_2180.jpg,1
3770,cow_3_666.jpg,3
3771,cow_1_3539.jpg,1
3773,cow_1++_852.jpg,1++
3775,cow_3_1258.jpg,3
3777,cow_1+_485.jpg,1+
3779,cow_3_1891.jpg,3
3782,cow_2_95.jpg,2
3785,cow_1++_2521.jpg,1++
3786,cow_1_3230.jpg,1
3787,cow_1++_2644.jpg,1++
3788,cow_1++_2320.jpg,1++
3790,cow_1_2213.jpg,1
3791,cow_1++_5722.jpg,1++
3792,cow_1+_5736.jpg,1+
3794,cow_2_2815.jpg,2
3795,cow_3_2139.jpg,3
3797,cow_2_5318.jpg,2
3800,cow_1+_2772.jpg,1+
3801,cow_1_541.jpg,1
3803,cow_2_5063.jpg,2
3804,cow_1++_605.jpg,1++
3805,cow_1_2697.jpg,1
3807,cow_1++_153.jpg,1++
3808,cow_1++_590.jpg,1++
3809,cow_1_1135.jpg,1
3810,cow_1_2632.jpg,1
3811,cow_1++_1878.jpg,1++
3812,cow_1_5600.jpg,1
3813,cow_2_1943.jpg,2
3814,cow_3_1033.jpg,3
3815,cow_2_4935.jpg,2
3818,cow_3_2009.jpg,3
3819,cow_2_5977.jpg,2
3821,cow_1++_5660.jpg,1++
3823,cow_2_2243.jpg,2
3824,cow_3_591.jpg,3
3825,cow_1_1911.jpg,1
3827,cow_1_1680.jpg,1
3828,cow_1++_4316.jpg,1++
3831,cow_1++_636.jpg,1++
3832,cow_2_3050.jpg,2
3833,cow_1_4350.jpg,1
3835,cow_1+_5311.jpg,1+
3836,cow_1+_2941.jpg,1+
3839,cow_1++_3071.jpg,1++
3842,cow_3_1591.jpg,3
3843,cow_3_1778.jpg,3
3844,cow_1_231.jpg,1
3845,cow_2_530.jpg,2
3847,cow_1++_4985.jpg,1++
3849,cow_3_2278.jpg,3
3850,cow_1++_5153.jpg,1++
3852,cow_1_4642.jpg,1
3854,cow_1_2579.jpg,1
3855,cow_3_457.jpg,3
3856,cow_1++_3644.jpg,1++
3858,cow_2_3868.jpg,2
3859,cow_2_3167.jpg,2
3860,cow_1+_3197.jpg,1+
3861,cow_2_5793.jpg,2
3862,cow_3_366.jpg,3
3863,cow_1_2324.jpg,1
3864,cow_1_5637.jpg,1
3865,cow_2_1202.jpg,2
3868,cow_1+_3514.jpg,1+
3869,cow_1_846.jpg,1
3872,cow_1+_2877.jpg,1+
3873,cow_1++_2534.jpg,1++
3874,cow_1+_599.jpg,1+
3875,cow_2_228.jpg,2
3876,cow_1_5279.jpg,1
3877,cow_1+_5675.jpg,1+
3880,cow_3_3658.jpg,3
3881,cow_1_2879.jpg,1
3882,cow_2_1730.jpg,2
3883,cow_1++_4802.jpg,1++
3888,cow_1_1935.jpg,1
3890,cow_1++_5322.jpg,1++
3891,cow_1_4351.jpg,1
3892,cow_1++_4869.jpg,1++
3893,cow_1+_3426.jpg,1+
3895,cow_3_2451.jpg,3
3896,cow_3_2967.jpg,3
3902,cow_3_950.jpg,3
3903,cow_1_4448.jpg,1
3904,cow_3_3311.jpg,3
3905,cow_1+_4385.jpg,1+
3906,cow_2_2824.jpg,2
3907,cow_2_5567.jpg,2
3908,cow_3_307.jpg,3
3909,cow_1+_4646.jpg,1+
3912,cow_1_4512.jpg,1
3915,cow_1_763.jpg,1
3916,cow_1++_1749.jpg,1++
3917,cow_2_2415.jpg,2
3918,cow_1+_5418.jpg,1+
3919,cow_1++_3848.jpg,1++
3921,cow_1++_5439.jpg,1++
3922,cow_3_826.jpg,3
3923,cow_2_5419.jpg,2
3925,cow_1++_736.jpg,1++
3927,cow_1_4771.jpg,1
3929,cow_1+_3970.jpg,1+
3930,cow_2_1615.jpg,2
3935,cow_3_1949.jpg,3
3938,cow_3_172.jpg,3
3941,cow_1+_805.jpg,1+
